row_id,name,description,genre,contentrating,keywords,page_url,director,aggregaterating,duration,actor,datepublished,review,trailer,musicby,creator,countryoforigin,datecreated,inlanguage,subtitlelanguage,releasedevent,publisher,producer,url,offers,image,author,datemodified,alternatename,identifier,contentlocation,reviewbody,title,sameas,tag,editor
2170,Pereira Declares,Roberto Faenza's 1995 production of Pereira Declares.,Drama,,"Roberto Faenza, Italy, France, Portugal,",https://telescopefilm.com/film/19024-pereira-declares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,"['Voyage to Nowhere | El viaje a ninguna parte (1986) Original Trailer [HD]', 'Voyage to Nowhere']","The Iniesta-Galván family is a theatre company that goes from town to town offering its performances. Over the years, its members will have to adapt to changes and make decisions, like that of whether or not to continue performing. One day, unexpectedly, a son that he has fathered on his travels presents ... More himself to Carlos Galván. Less",Drama,,,https://simkl.com/movies/250086/voyage-to-nowhere,Fernando Fernán Gómez,"{'ratingcount': '1810', 'bestrating': '10', 'ratingvalue': '7.5'}",,,,,,,,,1986-10-15T00:00:00Z,,,,,,https://simkl.com/movies/250086/voyage-to-nowhere,,,,,,,,,,,,
5268,These Wilder Years,"La directora de un orfanato trata de salvaguardar la identidad de uno de los niños que vivieron en el centro, cuando un millonario pretende localizar a su único heredero, al que repudió y dejó en el orfanato veinte años antes. Esta situación desembocará en un juicio donde entran en juego distintos valores morales. (FILMAFFINITY)",Drama,,,https://www.filmaffinity.com/es/film725815.html,{'name': 'Roy Rowland'},,91 min.,"[{'name': 'Edward Andrews'}, {'name': 'Betty Lou Keim'}, {'name': 'Basil Ruysdael'}, {'name': 'Barbara Stanwyck'}, {'name': 'Walter Pidgeon'}, {'name': 'Dean Jones'}, {'name': 'Don Dubbins'}, {'name': 'James Cagney'}]",1956,,,,,,,,,,,,,,,,,,,,,,,,
9241,Echos of Enlightenment,"Echos of Enlightenment is a realistic drama about a wife&#39;s search for her missing husband. Daniel, pushed beyond the brink by bottom-feeding clients and greedy creditors, suddenly drops out of sight. Two months later, fed up with the police, the press and the FBI, Mary, Daniel&#39;s wife, retraces his last steps and meets all the people with whom her husband came in contact before his disappearance.",Drama,UR,,https://dvd.netflix.com/Movie/Echos-of-Enlightenment/60031877,{'name': 'Dan Coplan'},"{'ratingvalue': '1.9467', 'reviewcount': '2250'}",PT1H27M,"[{'name': 'Shannah Laumeister'}, {'name': 'Dan Coplan'}, {'name': 'Christine Harte'}, {'name': 'Giovanna Brokaw'}, {'name': 'Tom Seiler'}, {'name': 'Luis Saguar'}, {'name': 'Gordon Jennison Noice'}, {'name': 'Jesse D. Goins'}]",,,,,,,2001,{'name': 'English: Dolby Digital 2.0 Stereo'},,,,,,,,,,,,,,,,,
4939,En los 90,"Stevie, un chico de 13 años que vive en el Los Ángeles de los años 90, pasa el verano lidiando con los problemas de su vida doméstica y divirtiéndose con su nuevo grupo de amigos, que ha conocido en una tienda de skate. (FILMAFFINITY)",Drama,,,https://www.filmaffinity.com/es/film735937.html,{'name': 'Jonah Hill'},"{'worstrating': '1', 'reviewcount': '31', 'ratingcount': '4579', 'ratingvalue': '6.9', 'bestrating': '10'}",84 min.,"[{'name': 'Katherine Waterston'}, {'name': 'Lucas Hedges'}, {'name': 'Craig Reed'}, {'name': 'Kasey Elise'}, {'name': 'Gio Galicia'}, {'name': 'Ryder McLaughlin'}, {'name': 'Na-kel Smith'}, {'name': 'Jerrod Carmichael'}, {'name': 'Stephane Nicoli'}, {'name': 'Cici Lau'}, {'name': 'Sunny Suljic'}, {'name': 'Alexa Demie'}, {'name': 'Olan Prenatt'}]",2018,"[{'author': 'Luis Martínez: Diario El Mundo', 'reviewbody': '\\""Se limita a reproducir los esquemas del género de manera tan solvente y con estilo como rutinaria. Mucho más pendiente de no fallar que de acertar, la película, en definitiva, hace de la ligereza absoluta su bandera\\""'}, {'author': 'Federico Marín Bellón: Diario ABC', 'reviewbody': '\\""Hill deslumbra en su debut como guionista y director. (...) \'En los 90\' respira verdad. (...) es un trocito de autenticidad conservado en formol, con presupuesto indie y sin un discurso rimbombante (…) Puntuación: ★★★★ (sobre 5)\\""'}, {'author': 'Víctor Esquirol: FilmAffinity', 'reviewbody': '\\""Un gusto naturalista que parece atentar directamente contra el artificio de todo aparato cinematográfico. (...) un relato cuya vocación compiladora para nada afecta a la autenticidad de unas escenas en las que siempre logra imponerse la -pasmosa- naturalidad en la puesta en escena. (...) Puntuación: ★★★½ (sobre 5)\\""'}, {'reviewbody': '\\""Jonah Hill mide nostalgia, emociones y cultura pop noventera con su pasión cinematográfica y su experiencia personal. (…) Puntuación: ★★★★ (sobre 5)\\""', 'author': 'Irene Crespo: Cinemanía'}, {'reviewbody': '\\""Una película que respira autenticidad en cada fotograma. (...) \'Mid 90s\' es, sin dudas, la presentación en sociedad de un autor con muchas cosas que decir.\\""', 'author': 'Daniel Mantilla: Fotogramas'}, {'reviewbody': '\\""Se esfuerza por parecer \'cool\' y proyectar naturalidad, pero resulta demasiado calculada y autoconsciente. (...) es el tipo de película que al finalizar hace que el espectador se pregunte: \\""¿Eso es todo?\\"". (…) Puntuación: ★★★ (sobre 5)\\""', 'author': 'Alejandro Alegré: El Confidencial'}, {'author': 'Quim Casas: Diario El Periódico', 'reviewbody': '\\""Una suerte de retrato nostálgico de la cultura popular y forma de vida de los años 90, sin sobresaltos dignos de mención, escueto y aplicado. (…) Puntuación: ★★★ (sobre 5)\\""'}]",,,,,,,,,,,,,,,,,,,,,,,
5269,Soul Surfer,"From director Sean McNamara comes this inspiring film that dramatizes the real-life story of Bethany Hamilton, a Hawaiian teen who bravely returns to competitive surfing after losing her left arm in a vicious shark attack.",Drama,PG,,https://dvd.netflix.com/Movie/Soul-Surfer/70138639?dsrc=SOCIAL,{'name': 'Sean McNamara'},"{'ratingvalue': '4.0934', 'reviewcount': '575732'}",PT1H46M,"[{'name': 'Jeremy Sumpter'}, {'name': 'Chris Brochu'}, {'name': 'Craig T. Nelson'}, {'name': 'Lorraine Nicholson'}, {'name': 'Kevin Sorbo'}, {'name': 'Ross Thomas'}, {'name': 'AnnaSophia Robb'}, {'name': 'Carrie Underwood'}, {'name': 'Helen Hunt'}, {'name': 'Dennis Quaid'}]",,,,,,,2011,"[{'name': 'French: Dolby Digital 5.1'}, {'name': 'English: DVS - Descriptive Video Service'}, {'name': 'English: Dolby Digital 2.0 Stereo'}, {'name': 'English: Dolby Digital 5.1'}]","[{'name': 'French'}, {'name': 'Spanish (Neutral)'}, {'name': 'English SDH'}, {'name': 'English'}]",,,,,,,,,,,,,,,,
1363,Gracie,A teenager faces an uphill battle when she fights to give women the opportunity to play competitive soccer.,Drama,,"['timeframe 1970s', 'character name as title', 'nickname as title']",https://tvonic.com/movie/gracie-2007,{'name': 'Davis Guggenheim'},,,"[{'name': 'Jesse Lee Soffer'}, {'name': 'Carly Schroeder'}, {'name': 'Christopher Shand'}]","Jun 01, 2007",,,,,{'name': 'United States'},,,,,,,,,,,,,,,,,,,
7908,Rab Ne Bana Di Jodi,,Drama,,,https://www.tcm.com/tcmdb/title/737562/rab-ne-bana-di-jodi,{'name': 'Aditya Chopra'},,PT2M44S,"[{'name': 'M K Raina'}, {'name': 'Shonali Nagrani'}, {'name': 'Kajol'}, {'name': 'Manmeet Singh'}, {'name': 'Vinay Pathak'}, {'name': 'Rani Mukherjee'}, {'name': 'Preity Zinta'}, {'name': 'Shah Rukh Khan'}, {'name': 'Lara Dutta'}, {'name': 'Anushka Sharma'}, {'name': 'Richa Pallod'}, {'name': 'Bipasha Basu'}]",,,,,,,2008,,,,"{'alternatename': 'TCM', 'name': 'Turner Classic Movies'}",,,,,,,,,,,,,,
5101,Backfire,,Drama,,,https://prod-www.tcm.com/tcmdb/title/67927/backfire,"[{'name': 'Maurice Murphy'}, {'name': 'James Mcmahon'}, {'name': 'Vincent Sherman'}]",,PT1M31S,"[{'name': 'John Arnold'}, {'name': 'Gordon Macrae'}, {'name': 'Ed Begley'}, {'name': 'Charles Jordan'}, {'name': 'Viveca Lindfors'}, {'name': 'Frances Robinson'}, {'name': 'Will Lee'}, {'name': ""Edmond O'brien""}, {'name': 'J. Louis Johnson'}, {'name': 'Sheila Stephens'}, {'name': 'Clifton Young'}, {'name': 'Virginia Mayo'}, {'name': 'Fred Kelsey'}, {'name': 'Santiago Martinez'}, {'name': 'John Dehner'}, {'name': 'David Hoffman'}, {'name': 'Helen Westcott'}, {'name': 'Harry Seymour'}, {'name': 'Ida Moore'}, {'name': 'Ray Montgomery'}, {'name': 'Philo Mccullough'}, {'name': 'John Daheim'}, {'name': 'Mack Williams'}, {'name': 'Monte Blue'}, {'name': 'John Ridgely'}, {'name': 'Mike Kilian'}, {'name': 'Dane Clark'}, {'name': 'Leonard Strong'}, {'name': 'Ernie Anderson'}, {'name': 'Richard Rober'}]",,,,,,,1950,,,,"{'alternatename': 'TCM', 'name': 'Turner Classic Movies'}",,,,,,,,,,,,,,
8739,Gods and Monsters,"As his life draws to a close, film director James Whale -- the openly gay genius behind The Bride of Frankenstein and The Invisible Man -- befriends a gardener, and both men learn from their unexpected but platonic bond.",Drama,R,,https://dvd.netflix.com/Movie/Gods-and-Monsters/1193135,{'name': 'Bill Condon'},"{'ratingvalue': '3.5379', 'reviewcount': '426520'}",PT1H46M,"[{'name': 'David Dukes'}, {'name': 'Lynn Redgrave'}, {'name': 'Todd Babcock'}, {'name': 'Jack Betts'}, {'name': 'Brandon Kleyla'}, {'name': 'Jack Plotnick'}, {'name': 'Lolita Davidovich'}, {'name': 'Mark Kiely'}, {'name': 'Pamela Salem'}, {'name': 'Cornelia Hayes O&#39;Herlihy'}, {'name': 'Brendan Fraser'}, {'name': 'Rosalind Ayres'}, {'name': 'Ian McKellen'}, {'name': 'Kevin J. O&#39;Connor'}, {'name': 'Matt McKenzie'}, {'name': 'Jesse James'}]",,,,,,,1998,{'name': 'English: Dolby Digital 2.0 Surround'},{'name': 'None'},,,,,,,,,,,,,,,,
1542,A Spark in Nothing,"With one single choice, everything changes. One life splits into two realities: one chasing a chance at love, while the other finds solace in music. If one true path is not found, both realities will cease to exist.",Drama,,"['urban setting', 'african american', 'blaxploitation']",https://tvonic.com/movie/a-spark-in-nothing-2021,{'name': 'Griffin Loch'},,,"[{'name': 'Nika Balina'}, {'name': 'Corrinne Mica'}, {'name': 'Arielle Gottesman'}]","Aug 30, 2021",,,,,{'name': 'United States'},,,,,,,,,,,,,,,,,,,
10951,On Borrowed Time,,Drama,,,https://www.tcm.com/tcmdb/title/471569/on-borrowed-time,{'name': 'George Schaefer'},,,"[{'name': 'Mildred Trares'}, {'name': 'Dennis Kohler'}, {'name': 'Larry Gates'}, {'name': 'Claude Rains'}, {'name': 'Ed Wynn'}, {'name': 'Dorothy Eaton'}, {'name': 'Margaret Hamilton'}, {'name': 'William A. Lee'}, {'name': 'G. Wood'}, {'name': 'William Lemessena'}, {'name': 'Beulah Bondi'}]",,,,,,,1957,,,,"{'alternatename': 'TCM', 'name': 'Turner Classic Movies'}",,,,,,,,,,,,,,
687,Kissi Se Na Kehna,"Kailashnath is a widower, and father of an only son, Ramesh. He feels that his son has come of age, and must get married. He goes to see a number of young ladies for him, but is ...",Drama,,,https://scratchu.com/movies/play/2022/Kissi-Se-Na-Kehna,{'name': 'Hrishikesh Mukherjee'},"{'worstrating': '1', 'ratingcount': '468', 'bestrating': '10', 'ratingvalue': '7.3'}",PT2H20M,"[{'name': 'Asha Sharma'}, {'name': 'Kamlakar Date'}, {'name': 'Ketki Dave'}, {'name': 'Nellu Arora'}, {'name': 'S.N. Banerjee'}, {'name': 'Kanu Roy'}, {'name': 'Babli'}, {'name': 'Deven Verma'}, {'name': 'Samrat Kapoor'}, {'name': 'Farooq Shaikh'}, {'name': 'Saeed Jaffrey'}, {'name': 'Baldev Mehta'}, {'name': 'Deepti Naval'}, {'name': 'Utpal Dutt'}, {'name': 'Lalita Kumari'}]",2010-06-17,,,,,India,,Hindi,,,,,,,,,,,,,,,,,
10771,Ivans XTC.,,Drama,,,https://www.tcm.com/tcmdb/title/434109/ivans-xtc,{'name': 'Bernard Rose'},,PT1M34S,"[{'name': 'Julia Verdin'}, {'name': 'Morgan Vukovic'}, {'name': 'Sarah Danielle Goldberg'}, {'name': 'Courtney Kling'}, {'name': 'Sam Lingenfelter'}, {'name': 'Marilyn Heston'}, {'name': 'Kate Connor'}, {'name': 'Tommy Harris'}, {'name': 'Carol Rose'}, {'name': 'Lisa Enos'}, {'name': 'Ruby Rose'}, {'name': 'Tiffani Thiessen'}, {'name': 'Alison Taylor'}, {'name': 'Todd Williams'}, {'name': 'Jay Itzkowitz'}, {'name': 'Alex Butler'}, {'name': 'Caroleen Feeney'}, {'name': 'Kenneth Enos'}, {'name': 'Pria Chattergee'}, {'name': 'Dan Ireland'}, {'name': 'Danny Huston'}, {'name': 'Pierre Tisserand'}, {'name': 'Michael Gold'}, {'name': 'Angela Featherstone'}, {'name': 'Valeria Golino'}, {'name': 'Wendy Rhoads'}, {'name': 'Victoria Silvstedt'}, {'name': 'Bobby Bell'}, {'name': 'Camille Alick'}, {'name': 'Vladimir Tuchinsky'}, {'name': 'Ira Newborn'}, {'name': 'Kenneth Stephens'}, {'name': 'Jerry Kaona'}, {'name': 'Jay Lavender'}, {'name': 'Crystal Atkins'}, {'name': 'Adam Krentzman'}, {'name': 'Joanne Duckman'}, {'name': 'James Merendino'}, {'name': 'Sharon Hall'}, {'name': 'Dino Deconicini'}, {'name': 'Peter Weller'}, {'name': 'Hal Lieberman'}, {'name': 'Robert Graham'}, {'name': 'Boris Gorbis'}, {'name': 'Steve Dickman'}, {'name': 'Heidi Jo Markel'}, {'name': 'Sofia Eng'}, {'name': 'Lisa Henson'}]",,,,,,,2000,,,,"{'alternatename': 'TCM', 'name': 'Turner Classic Movies'}",,,,,,,,,,,,,,
4542,"['Melanie Stone', 'Talon G. Ackerman', 'John Lyde', 'Adam Johnson', 'Jennifer Kirkham', 'Heather Beers', 'Jacob Buster', 'James Gaisford', 'Kynan Griffin', 'Jason Faller', 'Jake Stormoen', 'Paul D. Hunt', 'Eve Mauro', 'Michael Flynn', 'The Christmas Dragon (2015)', 'David DeVilliers', 'Renny Grames', 'Shylah Addante', 'Danny James', 'Bailee Michelle Johnson']","['Borntail', 'Garret', 'Executive Producer', 'Leif', 'Airk', 'Sister Lenora', 'Father Christmas', ""A group of orphans goes on a journey to restore the lost magic and save Christmas.The Christmas Dragon featuring Bailee Michelle Johnson and Melanie Stone is streaming with subscription on Prime Video, free on Tubi, free on PlutoTV, and 5 others. It's an action & adventure and drama movie with a less than average IMDb audience rating of 4.5 (782 votes)."", 'Father Mendel', 'Fin', 'Tomac', 'Gazared', 'Producer', 'Aesa', 'Writer', 'Director', 'Saerwen', 'Rand', 'Ayden']",Drama,,,https://reelgood.com/movie/the-christmas-dragon-2015,,"{'ratingvalue': '52', 'ratingexplanation': 'The Reelgood Score takes into account audience and critics scores from IMDb and critic sentiment, recent popularity, and other quality markers like genres or cast & crew to help you find what to watch.', 'bestrating': '100', 'ratingcount': '782'}",PT1H46M,,,,,,,,2015-11-25T00:00:00.000Z,,,,,,"['https://reelgood.com/movie/the-christmas-dragon-2015', 'https://reelgood.com/person/bailee-michelle-johnson-1970', 'https://reelgood.com/person/jake-stormoen-1970', 'https://reelgood.com/person/heather-beers-1970', 'https://reelgood.com/person/shylah-addante', 'https://reelgood.com/person/danny-james', 'https://reelgood.com/person/david-devilliers', 'https://reelgood.com/person/eve-mauro-1981', 'https://reelgood.com/person/paul-d-hunt', 'https://reelgood.com/person/james-gaisford', 'https://reelgood.com/person/talon-g-ackerman-1998', 'https://reelgood.com/person/john-lyde-1', 'https://reelgood.com/person/melanie-stone-1970', 'https://reelgood.com/person/renny-grames-1970', 'https://reelgood.com/person/jacob-buster-1970', 'https://reelgood.com/person/jennifer-kirkham', 'https://reelgood.com/person/adam-johnson-1973', 'https://reelgood.com/person/michael-flynn-1947', 'https://reelgood.com/person/kynan-griffin-1979', 'https://reelgood.com/person/jason-faller-1970']","[{'name': 'The Christmas Dragon HD purchase', 'price': '4.99', 'url': 'https://itunes.apple.com/us/movie/the-christmas-dragon/id1040853931?uo=4&at=10laHb', 'pricecurrency': 'USD'}, {'name': 'The Christmas Dragon HD purchase', 'url': 'https://tv.apple.com/us/movie/umc.cmc.1vgvypexbctslrktmvam589gt?itsct=reelgood_tv&itscg=30200&at=1010layx', 'price': '4.99', 'pricecurrency': 'USD'}, {'name': 'The Christmas Dragon SD rent', 'price': '2.99', 'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.e2a9f747-5e46-b2d7-07ab-3da718b8813f?tag=reelgood060d-20', 'pricecurrency': 'USD'}, {'price': '2.99', 'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.e2a9f747-5e46-b2d7-07ab-3da718b8813f?tag=reelgood060d-20', 'pricecurrency': 'USD', 'name': 'The Christmas Dragon HD rent'}, {'price': '2.99', 'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.e2a9f747-5e46-b2d7-07ab-3da718b8813f?tag=reelgood060d-20', 'name': 'The Christmas Dragon SD purchase', 'pricecurrency': 'USD'}, {'name': 'The Christmas Dragon HD purchase', 'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.e2a9f747-5e46-b2d7-07ab-3da718b8813f?tag=reelgood060d-20', 'price': '4.99', 'pricecurrency': 'USD'}, {'price': '2.99', 'url': 'https://tv.apple.com/us/movie/umc.cmc.1vgvypexbctslrktmvam589gt?itsct=reelgood_tv&itscg=30200&at=1010layx', 'pricecurrency': 'USD', 'name': 'The Christmas Dragon HD rent'}, {'price': '2.99', 'pricecurrency': 'USD', 'url': 'https://itunes.apple.com/us/movie/the-christmas-dragon/id1040853931?uo=4&at=10laHb', 'name': 'The Christmas Dragon HD rent'}, {'name': 'The Christmas Dragon SD purchase', 'url': 'https://itunes.apple.com/us/movie/the-christmas-dragon/id1040853931?uo=4&at=10laHb', 'price': '3.99', 'pricecurrency': 'USD'}, {'name': 'The Christmas Dragon SD rent', 'price': '2.99', 'url': 'https://itunes.apple.com/us/movie/the-christmas-dragon/id1040853931?uo=4&at=10laHb', 'pricecurrency': 'USD'}]",,,,,,,,,,,
1850,"['Peter Kelamis', 'Matt Frewer', '50/50 (2011)', 'Will Reiser', 'Seth Rogen', 'Ben Karlin', 'Evan Goldberg', 'Sarah Smyth', 'Philip Baker Hall', 'Daniel Bacon', 'Serge Houde', 'Marie Avgeropoulos', 'Sugar Lyn Beard', 'Anna Kendrick', 'Joseph Gordon-Levitt', 'Jessica Parker Kennedy', 'Nathan Kahane', 'Matty Finochio', 'Jonathan Levine', 'Anjelica Huston', 'Donna Yamamoto', 'Andrew Airlie', 'Bryce Dallas Howard', 'P. Lynn Johnson', 'Yee Jee Tso', 'Laura Bertram', 'Michael Giacchino']","[""Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.50/50 featuring Joseph Gordon-Levitt and Seth Rogen is streaming with subscription on Prime Video, free on The Roku Channel, available for rent or purchase on iTunes, and 3 others. It's a comedy and drama movie with a high IMDb audience rating of 7.6 (338,497 votes)."", 'Richard Lerner', 'Executive Producer', 'Jenny', 'Bernie', 'Claire', 'Dr. Phillips', 'Jackie', 'Katherine McKay', 'Kyle Hirons', 'Phil', 'Mitch', 'Adam Lerner', 'Dr. Lee', 'Producer', 'Rachael', 'Allison', 'Dr. Walderson', 'Writer', 'Alan', 'Composer', 'Director', 'Dr. Ross', 'Susan', 'Ted', 'Diane Lerner']",Drama,18+ (R),,https://reelgood.com/movie/5050-2011,,"{'ratingcount': '338497', 'ratingexplanation': 'The Reelgood Score takes into account audience and critics scores from IMDb and critic sentiment, recent popularity, and other quality markers like genres or cast & crew to help you find what to watch.', 'ratingvalue': '77', 'bestrating': '100'}",PT1H40M,,,,,,,,2011-09-30T00:00:00.000Z,,,,,,"['https://reelgood.com/person/daniel-bacon-1970', 'https://reelgood.com/person/ben-karlin', 'https://reelgood.com/person/bryce-dallas-howard-1981', 'https://reelgood.com/person/matt-frewer-1958', 'https://reelgood.com/person/yee-jee-tso-1975', 'https://reelgood.com/person/michael-giacchino-1967', 'https://reelgood.com/person/will-reiser', 'https://reelgood.com/person/joseph-gordon-levitt-1981', 'https://reelgood.com/person/andrew-airlie-1961', 'https://reelgood.com/person/nathan-kahane', 'https://reelgood.com/person/donna-yamamoto-1962', 'https://reelgood.com/person/peter-kelamis-1967', 'https://reelgood.com/person/sarah-smyth-1982', 'https://reelgood.com/person/sugar-lyn-beard-1981', 'https://reelgood.com/person/serge-houde-1953', 'https://reelgood.com/person/philip-baker-hall-1931', 'https://reelgood.com/person/anna-kendrick-1985', 'https://reelgood.com/person/matty-finochio-1970', 'https://reelgood.com/person/evan-goldberg-1970', 'https://reelgood.com/person/marie-avgeropoulos-1986', 'https://reelgood.com/person/jessica-parker-kennedy-1984', 'https://reelgood.com/person/jonathan-levine-1976', 'https://reelgood.com/movie/5050-2011', 'https://reelgood.com/person/laura-bertram-1978', 'https://reelgood.com/person/anjelica-huston-1951', 'https://reelgood.com/person/p-lynn-johnson', 'https://reelgood.com/person/seth-rogen-1982']","[{'name': '50/50 SD purchase', 'url': 'https://www.vudu.com/content/movies/details/content/216630', 'price': '7.99', 'pricecurrency': 'USD'}, {'name': '50/50 SD rent', 'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.58a9f74c-29fc-d14a-5351-06d66a4bc726?tag=reelgood060d-20', 'price': '3.99', 'pricecurrency': 'USD'}, {'name': '50/50 SD rent', 'url': 'https://itunes.apple.com/us/movie/50-50/id503110426?uo=4&at=10laHb', 'price': '3.99', 'pricecurrency': 'USD'}, {'name': '50/50 SD rent', 'url': 'https://www.vudu.com/content/movies/details/content/216630', 'price': '3.99', 'pricecurrency': 'USD'}, {'url': 'https://itunes.apple.com/us/movie/50-50/id503110426?uo=4&at=10laHb', 'name': '50/50 HD purchase', 'price': '9.99', 'pricecurrency': 'USD'}, {'name': '50/50 HD purchase', 'price': '9.99', 'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.58a9f74c-29fc-d14a-5351-06d66a4bc726?tag=reelgood060d-20', 'pricecurrency': 'USD'}, {'name': '50/50 SD purchase', 'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.58a9f74c-29fc-d14a-5351-06d66a4bc726?tag=reelgood060d-20', 'price': '7.99', 'pricecurrency': 'USD'}, {'name': '50/50 SD purchase', 'price': '7.99', 'url': 'https://itunes.apple.com/us/movie/50-50/id503110426?uo=4&at=10laHb', 'pricecurrency': 'USD'}, {'url': 'https://www.vudu.com/content/movies/details/content/216630', 'name': '50/50 HD purchase', 'price': '9.99', 'pricecurrency': 'USD'}, {'url': 'https://tv.apple.com/us/movie/umc.cmc.44n7iyan753y1qltojeydtrmf?itsct=reelgood_tv&itscg=30200&at=1010layx', 'name': '50/50 HD purchase', 'price': '9.99', 'pricecurrency': 'USD'}, {'name': '50/50 HD rent', 'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.58a9f74c-29fc-d14a-5351-06d66a4bc726?tag=reelgood060d-20', 'price': '3.99', 'pricecurrency': 'USD'}, {'name': '50/50 HD rent', 'url': 'https://itunes.apple.com/us/movie/50-50/id503110426?uo=4&at=10laHb', 'price': '3.99', 'pricecurrency': 'USD'}, {'name': '50/50 HD rent', 'url': 'https://www.vudu.com/content/movies/details/content/216630', 'price': '3.99', 'pricecurrency': 'USD'}, {'name': '50/50 HD rent', 'url': 'https://tv.apple.com/us/movie/umc.cmc.44n7iyan753y1qltojeydtrmf?itsct=reelgood_tv&itscg=30200&at=1010layx', 'price': '3.99', 'pricecurrency': 'USD'}]",,,,,,,,,,,
1717,Wag the Dog,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",Drama,,,https://www.netflix-movies.com/movie/586/wag-the-dog,{'name': 'Barry Levinson'},"{'worstrating': '1', 'ratingvalue': '6.9', 'bestrating': '10', 'ratingcount': '830'}",,"[{'name': 'Dustin Hoffman'}, {'name': 'John Franklin'}, {'name': 'Anne Heche'}, {'name': 'Richard Lawson'}, {'name': 'Michael Reid Davis'}, {'name': 'Woody Harrelson'}, {'name': ""Roebuck 'Pops' Staples""}, {'name': 'Merle Haggard'}, {'name': 'Garry R. Roleder'}, {'name': 'Maurice Woods'}, {'name': 'Bernard Hocke'}, {'name': 'Phil Morris'}, {'name': 'Michael Belson'}, {'name': 'Robert De Niro'}, {'name': 'Sean Fenton'}, {'name': 'Brant Cotton'}, {'name': 'Suzie Plakson'}, {'name': 'Willie Nelson'}, {'name': 'Rick Scarry'}, {'name': 'Harland Williams'}, {'name': 'David Koechner'}, {'name': 'William H. Macy'}, {'name': 'Ron McCoy'}, {'name': 'J. Patrick McCormack'}, {'name': 'Jason Cottle'}, {'name': 'Ed Morgan'}, {'name': 'Kenneth Kern'}, {'name': 'Stephanie Kemp'}, {'name': 'George Gaynes'}, {'name': 'Furley Lumpkin'}, {'name': 'Cliff B. Howard'}, {'name': 'Kirsten Dunst'}, {'name': 'John Michael Higgins'}, {'name': 'Alberto Vazquez'}, {'name': 'Kevin Furlong'}, {'name': 'Suzanne Cryer'}, {'name': 'Derek Morgan'}, {'name': 'Edrie Warner'}, {'name': 'Sean Masterson'}, {'name': 'Andrea Martin'}, {'name': 'Michelle Levinson'}, {'name': 'John Cho'}, {'name': 'Jennifer Manley'}, {'name': 'Drena De Niro'}, {'name': 'Chris Ellis'}, {'name': 'Jack Esformes'}, {'name': 'Nikki Crawford'}, {'name': 'Jim Belushi'}, {'name': 'Denis Leary'}, {'name': 'Jenna Byrne'}]",1997-12-25,,,,,,,,,,,,https://www.netflix-movies.com/movie/586/wag-the-dog,,https://image.tmdb.org/t/p/w500/kAwOj7t8ZeaniTFtLWVSKO79JxX.jpg,"{'name': ['Hilary Henkin', 'David Mamet']}",1997-12-25,,,,,,,,
